5.826333375,1.799424436,0.54593688,0.062238396,-0.015435163,0.049861848,5.826333375,1.799424436,0.54593688,0,0,0
5.826333375,1.799424436,0.54593688,0.062238396,-0.015435163,0.049861848,5.826333375,1.799424436,0.54593688,0,0,0
5.834657754,1.8016097,0.555749482,0.053261617,-0.01411617,0.05150101,5.826333375,1.799424436,0.54593688,0,0,0
5.846880593,1.804633461,0.563211623,0.056092478,-0.016187306,0.050679709,5.826333375,1.799424436,0.54593688,0,0,0
5.857152073,1.80914928,0.57149745,0.055785617,-0.012733265,0.051073745,5.826333375,1.799424436,0.54593688,0,0,0
5.870064704,1.814513548,0.582729952,0.061270031,-0.012537971,0.05527384,5.826333375,1.799424436,0.54593688,0,0,0
5.886060278,1.823849118,0.589396574,0.074440626,-0.00932152,0.027953532,5.826333375,1.799424436,0.54593688,0,0,0
5.896513327,1.832328935,0.591110997,0.071182505,-0.00280811,0.003331765,5.826333375,1.799424436,0.54593688,0,0,0
5.903492003,1.83902889,0.588025678,0.061106653,0.001889276,-0.018134253,5.826333375,1.799424436,0.54593688,0,0,0
5.911995206,1.846055528,0.579763561,0.058402179,0.003478337,-0.042024242,5.826333375,1.799424436,0.54593688,0,0,0
5.91728017,1.850632157,0.567595187,0.048259152,0.003976139,-0.065281684,5.826333375,1.799424436,0.54593688,0,0,0
5.921418114,1.853217933,0.55317748,0.038066158,0.002191381,-0.081044863,5.826333375,1.799424436,0.54593688,0,0,0
5.926675827,1.854256127,0.540994069,0.032469255,-0.002722519,-0.067200716,5.826333375,1.799424436,0.54593688,0,0,0
5.930124719,1.85436946,0.531321703,0.025015643,-0.005103511,-0.05677743,5.826333375,1.799424436,0.54593688,0,0,0
5.931103338,1.851830889,0.524674712,0.013376672,-0.008563448,-0.042965871,5.826333375,1.799424436,0.54593688,0,0,0
5.935309228,1.83992736,0.51893916,0.002576099,-0.031208853,-0.031389703,5.826333375,1.799424436,0.54593688,0,0,0
5.937749406,1.828030013,0.516293288,-0.006645469,-0.042383007,-0.017222384,5,0.5,0,0.020300436,-0.000629864,0
5.935836522,1.819694819,0.515778694,-0.016117389,-0.037675009,-0.008619276,5,0.5,0,0.040600872,-0.001259727,0
5.929134287,1.814499358,0.515511041,-0.027067187,-0.024173431,-0.003910402,5.000254465,0.508201376,0,0.057224435,-0.015799174,0
5.921245547,1.808439539,0.509743067,-0.036461258,-0.01680437,-0.029217348,5.00050893,0.516402752,0,0.073847997,-0.030338621,0
5.910532771,1.79988117,0.487576179,-0.049718422,-0.014194755,-0.130132841,5.006637331,0.531320048,0,0.087460651,-0.034921292,0
5.895857109,1.782122893,0.440269059,-0.073990901,-0.026353422,-0.253851246,5.012765733,0.546237343,0,0.101073306,-0.039503962,0
5.872622655,1.752177269,0.371594638,-0.115003302,-0.050176212,-0.363893912,5.020745533,0.566654151,0,0.112220397,-0.043148225,0
5.838164539,1.711413512,0.296445341,-0.167672225,-0.078753248,-0.441553334,5.028725333,0.587070959,0,0.123367488,-0.046792487,0
5.801510609,1.655586792,0.205751755,-0.209029122,-0.131361427,-0.511462603,5.038177416,0.611991191,0,0.132495585,-0.052409365,0
5.770300801,1.613393823,0.111690448,-0.205594964,-0.145956085,-0.557697489,5.047629498,0.636911424,0,0.141623683,-0.058026242,0
5.740672107,1.54571975,-0.00370843,-0.200983965,-0.217744315,-0.60394518,5.059350799,0.665519408,0,0.149098473,-0.067996629,0
5.709909045,1.48989273,-0.124907303,-0.181494681,-0.241866971,-0.639562062,5.0710721,0.694127392,0,0.156573263,-0.077967015,0
5.677012303,1.443696122,-0.238927402,-0.16114301,-0.241883102,-0.619214253,5.086821437,0.725755191,0,0.162694198,-0.074607096,0
5.633384504,1.388309903,-0.347936051,-0.156541095,-0.269836646,-0.590090369,5.102570774,0.75738299,0,0.168815132,-0.071247178,0
5.55945956,1.309437572,-0.432649459,-0.185648218,-0.355841759,-0.454753541,5.116962704,0.791483647,0,0.173827425,-0.06479493,0
5.488511341,1.236361648,-0.490947726,-0.176120438,-0.400601193,-0.276039559,5.131354634,0.825584303,0,0.178839718,-0.058342682,0
5.430767109,1.193994297,-0.512832467,-0.159744412,-0.360320344,-0.088726176,5.143139856,0.861709926,0,0.18294417,-0.056546987,0
5.397987272,1.178731884,-0.501616718,-0.12981236,-0.264949348,0.080282697,5.154925078,0.897835549,0,0.187048622,-0.054751291,0
5.351514531,1.172140975,-0.470884631,-0.148630475,-0.208529735,0.199326295,5.165984839,0.935619371,0,0.190409664,-0.049792935,0
