$$$2019-01-30 14:47:08.756905,3.871166834,2.082616096,-0.05179014,0.035193194,-0.120775461,0.051211634,3.871166834,2.082616096,-0.05179014,0,0,0
$$$2019-01-30 14:47:08.812510,3.871166834,2.082616096,-0.05179014,0.035193194,-0.120775461,0.051211634,3.871166834,2.082616096,-0.05179014,0,0,0
$$$2019-01-30 14:47:09.012866,3.876415473,2.057890016,-0.042803434,0.033977916,-0.120532536,0.04945794,3.871166834,2.082616096,-0.05179014,0,0,0
$$$2019-01-30 14:47:09.213013,3.881504084,2.039647858,-0.033627387,0.031876801,-0.106835933,0.054492722,3.871166834,2.082616096,-0.05179014,0,0,0
$$$2019-01-30 14:47:09.412999,3.885900244,2.01999408,-0.025545366,0.028899552,-0.102161231,0.043219267,3.871166834,2.082616096,-0.05179014,0,0,0
$$$2019-01-30 14:47:09.613003,3.888399313,2.005336453,-0.018410929,0.022431013,-0.08918402,0.032264167,3.871166834,2.082616096,-0.05179014,0,0,0
$$$2019-01-30 14:47:09.812980,3.894652651,1.98285238,-0.016907846,0.02681553,-0.098111016,0.002094667,3.871166834,2.082616096,-0.05179014,0,0,0
$$$2019-01-30 14:47:10.012968,3.902010233,1.958728309,-0.018960386,0.03155422,-0.106685886,-0.018031838,3.871166834,2.082616096,-0.05179014,0,0,0
$$$2019-01-30 14:47:10.213519,3.908009274,1.941769953,-0.023279464,0.031163462,-0.0965569,-0.032610578,3.871166834,2.082616096,-0.05179014,0,0,0
$$$2019-01-30 14:47:10.413008,3.915757878,1.923501981,-0.030875613,0.034802733,-0.09345895,-0.052511624,3.871166834,2.082616096,-0.05179014,0,0,0
$$$2019-01-30 14:47:10.613021,3.921500786,1.909221667,-0.038510965,0.032728607,-0.083290679,-0.055160025,3.871166834,2.082616096,-0.05179014,0,0,0
$$$2019-01-30 14:47:10.812979,3.928100972,1.892327211,-0.048436517,0.033732853,-0.082840796,-0.067051487,3.871166834,2.082616096,-0.05179014,0,0,0
$$$2019-01-30 14:47:11.013007,3.931957491,1.880478196,-0.057166105,0.028427322,-0.072031279,-0.064573362,3.871166834,2.082616096,-0.05179014,0,0,0
$$$2019-01-30 14:47:11.213090,3.936657347,1.866421812,-0.064774119,0.027661501,-0.070314599,-0.053278836,3.871166834,2.082616096,-0.05179014,0,0,0
$$$2019-01-30 14:47:11.413016,3.940837553,1.856725542,-0.070219097,0.025909388,-0.060089212,-0.03699268,3.871166834,2.082616096,-0.05179014,0,0,0
$$$2019-01-30 14:47:11.612987,3.943892855,1.844677007,-0.07369859,0.02299368,-0.059271522,-0.021183003,3.871166834,2.082616096,-0.05179014,0,0,0
$$$2019-01-30 14:47:11.812966,3.943967587,1.83453432,-0.073369848,0.014862283,-0.05521079,-0.001929461,2.5,1.5,0,0.020300436,-0.015225327,0
$$$2019-01-30 14:47:12.012956,3.942764834,1.828752805,-0.069569953,0.006862157,-0.043925819,0.016420954,2.5,1.5,0,0.040600872,-0.030450654,0
$$$2019-01-30 14:47:12.212980,3.939617702,1.824702655,-0.063679509,-0.002126685,-0.034126183,0.027488438,2.506151032,1.508201376,0,0.057224435,-0.042918326,0
$$$2019-01-30 14:47:12.412972,3.936801307,1.822724309,-0.057849848,-0.00690987,-0.024086039,0.029360824,2.512302064,1.516402752,0,0.073847997,-0.055385998,0
$$$2019-01-30 14:47:12.612990,3.931453108,1.820967949,-0.056874375,-0.015044829,-0.018163393,0.003005762,2.523490036,1.531320048,0,0.087460651,-0.065595488,0
$$$2019-01-30 14:47:12.812987,3.9238875,1.819881938,-0.062379657,-0.024466044,-0.013593623,-0.031984219,2.534678007,1.546237343,0,0.101073306,-0.075804979,0
